anio_mundial,grupo,nom_pais_local,nom_pais_visita,fecha,fase,goles_local,goles_visita,tiempo_extra,penales,num_partido
1958,Grupo 1,Irlanda del Norte,Checoslovaquia,1958-06-08,1ra ronda,1,0,0,0,2
1958,Grupo 4,Brasil,Austria,1958-06-08,1ra ronda,3,0,0,0,3
1958,Grupo 2,Francia,Paraguay,1958-06-08,1ra ronda,7,3,0,0,4
1958,Grupo 1,Argentina,Alemania Occidental,1958-06-08,1ra ronda,1,3,0,0,5
1958,Grupo 4,URSS,Inglaterra,1958-06-08,1ra ronda,2,2,0,0,6
1958,Grupo 2,Yugoslavia,Escocia,1958-06-08,1ra ronda,1,1,0,0,7
1958,Grupo 3,Suecia,México,1958-06-08,1ra ronda,3,0,0,0,8
1958,Grupo 2,Yugoslavia,Francia,1958-06-11,1ra ronda,3,2,0,0,9
1958,Grupo 2,Paraguay,Escocia,1958-06-11,1ra ronda,3,2,0,0,10
1958,Grupo 3,México,Gales,1958-06-11,1ra ronda,1,1,0,0,11
1958,Grupo 1,Alemania Occidental,Checoslovaquia,1958-06-11,1ra ronda,2,2,0,0,12
1958,Grupo 4,URSS,Austria,1958-06-11,1ra ronda,2,0,0,0,13
1958,Grupo 1,Argentina,Irlanda del Norte,1958-06-11,1ra ronda,3,1,0,0,14
1958,Grupo 4,Brasil,Inglaterra,1958-06-11,1ra ronda,0,0,0,0,15
1958,Grupo 3,Suecia,Hungría,1958-06-12,1ra ronda,2,1,0,0,16
1958,Grupo 2,Francia,Escocia,1958-06-15,1ra ronda,2,1,0,0,17
1958,Grupo 3,Suecia,Gales,1958-06-15,1ra ronda,0,0,0,0,18
1958,Grupo 1,Alemania Occidental,Irlanda del Norte,1958-06-15,1ra ronda,2,2,0,0,19
1958,Grupo 2,Paraguay,Yugoslavia,1958-06-15,1ra ronda,3,3,0,0,20
1958,Grupo 4,Brasil,URSS,1958-06-15,1ra ronda,2,0,0,0,21
1958,Grupo 4,Inglaterra,Austria,1958-06-15,1ra ronda,2,2,0,0,22
1958,Grupo 3,Hungría,México,1958-06-15,1ra ronda,4,0,0,0,23
1958,Grupo 1,Checoslovaquia,Argentina,1958-06-15,1ra ronda,6,1,0,0,24
1958,Grupo 1,Irlanda del Norte,Checoslovaquia,1958-06-17,1ra ronda,2,1,1,0,25
1958,Grupo 3,Gales,Hungría,1958-06-17,1ra ronda,2,1,0,0,26
1958,Grupo 4,URSS,Inglaterra,1958-06-17,1ra ronda,1,0,0,0,27
1958,,Francia,Irlanda del Norte,1958-06-19,cuartos,4,0,0,0,28
1958,,Alemania Occidental,Yugoslavia,1958-06-19,cuartos,1,0,0,0,29
1958,,Brasil,Gales,1958-06-19,cuartos,1,0,0,0,30
1958,,Suecia,URSS,1958-06-19,cuartos,2,0,0,0,31
1958,,Alemania Occidental,Suecia,1958-06-24,semis,1,3,0,0,32
1958,,Francia,Brasil,1958-06-24,semis,2,5,0,0,33
1958,,Alemania Occidental,Francia,1958-06-28,3er puesto,3,6,0,0,34
1958,,Suecia,Brasil,1958-06-29,final,2,5,0,0,35
1962,Grupo 1,Uruguay,Colombia,1962-05-30,1ra ronda,2,1,0,0,1
1962,Grupo 3,Brasil,México,1962-05-30,1ra ronda,2,0,0,0,2
1962,Grupo 2,Chile,Suiza,1962-05-30,1ra ronda,3,1,0,0,3
1962,Grupo 4,Argentina,Bulgaria,1962-05-30,1ra ronda,1,0,0,0,4
1962,Grupo 3,Checoslovaquia,España,1962-05-31,1ra ronda,1,0,0,0,5
1962,Grupo 1,URSS,Yugoslavia,1962-05-31,1ra ronda,2,0,0,0,6
1962,Grupo 4,Hungría,Inglaterra,1962-05-31,1ra ronda,2,1,0,0,7
1962,Grupo 2,Alemania Occidental,Italia,1962-05-31,1ra ronda,0,0,0,0,8
1962,Grupo 2,Chile,Italia,1962-06-02,1ra ronda,2,0,0,0,9
1962,Grupo 3,Brasil,Checoslovaquia,1962-06-02,1ra ronda,0,0,0,0,10
1962,Grupo 1,Yugoslavia,Uruguay,1962-06-02,1ra ronda,3,1,0,0,11
1962,Grupo 4,Inglaterra,Argentina,1962-06-02,1ra ronda,3,1,0,0,12
1962,Grupo 4,Hungría,Bulgaria,1962-06-03,1ra ronda,6,1,0,0,13
1962,Grupo 1,URSS,Colombia,1962-06-03,1ra ronda,4,4,0,0,14
1962,Grupo 3,España,México,1962-06-03,1ra ronda,1,0,0,0,15
1962,Grupo 2,Alemania Occidental,Suiza,1962-06-03,1ra ronda,2,1,0,0,16
1962,Grupo 2,Alemania Occidental,Chile,1962-06-06,1ra ronda,2,0,0,0,17
1962,Grupo 4,Hungría,Argentina,1962-06-06,1ra ronda,0,0,0,0,18
1962,Grupo 1,URSS,Uruguay,1962-06-06,1ra ronda,2,1,0,0,19
1962,Grupo 3,Brasil,España,1962-06-06,1ra ronda,2,1,0,0,20
1962,Grupo 1,Yugoslavia,Colombia,1962-06-07,1ra ronda,5,0,0,0,21
1962,Grupo 3,México,Checoslovaquia,1962-06-07,1ra ronda,3,1,0,0,22
1962,Grupo 2,Italia,Suiza,1962-06-07,1ra ronda,3,0,0,0,23
1962,Grupo 4,Inglaterra,Bulgaria,1962-06-07,1ra ronda,0,0,0,0,24
1962,,Brasil,Inglaterra,1962-06-10,cuartos,3,1,0,0,25
1962,,Checoslovaquia,Hungría,1962-06-10,cuartos,1,0,0,0,26
1962,,Yugoslavia,Alemania Occidental,1962-06-10,cuartos,1,0,0,0,27
1962,,Chile,URSS,1962-06-10,cuartos,2,1,0,0,28
1962,,Yugoslavia,Checoslovaquia,1962-06-13,semis,1,3,0,0,29
1962,,Chile,Brasil,1962-06-13,semis,2,4,0,0,30
1962,,Chile,Yugoslavia,1962-06-16,3er puesto,1,0,0,0,31
1962,,Brasil,Checoslovaquia,1962-06-17,final,3,1,0,0,32
1966,Grupo 1,Inglaterra,Uruguay,1966-07-11,1ra ronda,0,0,0,0,1
1966,Grupo 2,Alemania Occidental,Suiza,1966-07-12,1ra ronda,5,0,0,0,2
1966,Grupo 4,URSS,Corea del Norte,1966-07-12,1ra ronda,3,0,0,0,3
1966,Grupo 3,Brasil,Bulgaria,1966-07-12,1ra ronda,2,0,0,0,4
1966,Grupo 1,Francia,México,1966-07-13,1ra ronda,1,1,0,0,5
1966,Grupo 4,Italia,Chile,1966-07-13,1ra ronda,2,0,0,0,6
1966,Grupo 3,Portugal,Hungría,1966-07-13,1ra ronda,3,1,0,0,7
1966,Grupo 2,Argentina,España,1966-07-13,1ra ronda,2,1,0,0,8
1966,Grupo 1,Uruguay,Francia,1966-07-15,1ra ronda,2,1,0,0,9
1966,Grupo 3,Hungría,Brasil,1966-07-15,1ra ronda,3,1,0,0,10
1966,Grupo 2,España,Suiza,1966-07-15,1ra ronda,2,1,0,0,11
1966,Grupo 4,Corea del Norte,Chile,1966-07-15,1ra ronda,1,1,0,0,12
1966,Grupo 3,Portugal,Bulgaria,1966-07-16,1ra ronda,3,0,0,0,13
1966,Grupo 2,Alemania Occidental,Argentina,1966-07-16,1ra ronda,0,0,0,0,14
1966,Grupo 4,URSS,Italia,1966-07-16,1ra ronda,1,0,0,0,15
1966,Grupo 1,Inglaterra,México,1966-07-16,1ra ronda,2,0,0,0,16
1966,Grupo 3,Portugal,Brasil,1966-07-19,1ra ronda,3,1,0,0,17
1966,Grupo 1,Uruguay,México,1966-07-19,1ra ronda,0,0,0,0,18
1966,Grupo 2,Argentina,Suiza,1966-07-19,1ra ronda,2,0,0,0,19
1966,Grupo 4,Corea del Norte,Italia,1966-07-19,1ra ronda,1,0,0,0,20
1966,Grupo 1,Inglaterra,Francia,1966-07-20,1ra ronda,2,0,0,0,21
1966,Grupo 2,Alemania Occidental,España,1966-07-20,1ra ronda,2,1,0,0,22
1966,Grupo 4,URSS,Chile,1966-07-20,1ra ronda,2,1,0,0,23
1966,Grupo 3,Hungría,Bulgaria,1966-07-20,1ra ronda,3,1,0,0,24
1966,,Portugal,Corea del Norte,1966-07-23,cuartos,5,3,0,0,25
1966,,Inglaterra,Argentina,1966-07-23,cuartos,1,0,0,0,26
1966,,Alemania Occidental,Uruguay,1966-07-23,cuartos,4,0,0,0,27
1966,,URSS,Hungría,1966-07-23,cuartos,2,1,0,0,28
1966,,Alemania Occidental,URSS,1966-07-25,semis,2,1,0,0,29
1966,,Inglaterra,Portugal,1966-07-26,semis,2,1,0,0,30
1966,,Portugal,URSS,1966-07-28,3er puesto,2,1,0,0,31
1966,,Inglaterra,Alemania Occidental,1966-07-30,final,4,2,1,0,32
1970,Grupo 1,México,URSS,1970-05-31,1ra ronda,0,0,0,0,1
1970,Grupo 3,Inglaterra,Rumania,1970-06-02,1ra ronda,1,0,0,0,2
1970,Grupo 2,Uruguay,Israel,1970-06-02,1ra ronda,2,0,0,0,3
1970,Grupo 4,Perú,Bulgaria,1970-06-02,1ra ronda,3,2,0,0,4
1970,Grupo 2,Italia,Suecia,1970-06-03,1ra ronda,1,0,0,0,5
1970,Grupo 4,Alemania Occidental,Marruecos,1970-06-03,1ra ronda,2,1,0,0,6
1970,Grupo 1,Bélgica,El Salvador,1970-06-03,1ra ronda,3,0,0,0,7
1970,Grupo 3,Brasil,Checoslovaquia,1970-06-03,1ra ronda,4,1,0,0,8
1970,Grupo 4,Perú,Marruecos,1970-06-06,1ra ronda,3,0,0,0,9
1970,Grupo 3,Rumania,Checoslovaquia,1970-06-06,1ra ronda,2,1,0,0,10
1970,Grupo 1,URSS,Bélgica,1970-06-06,1ra ronda,4,1,0,0,11
1970,Grupo 2,Uruguay,Italia,1970-06-06,1ra ronda,0,0,0,0,12
1970,Grupo 2,Suecia,Israel,1970-06-07,1ra ronda,1,1,0,0,13
1970,Grupo 1,México,El Salvador,1970-06-07,1ra ronda,4,0,0,0,14
1970,Grupo 4,Alemania Occidental,Bulgaria,1970-06-07,1ra ronda,5,2,0,0,15
1970,Grupo 3,Brasil,Inglaterra,1970-06-07,1ra ronda,1,0,0,0,16
1970,Grupo 1,URSS,El Salvador,1970-06-10,1ra ronda,2,0,0,0,17
1970,Grupo 2,Suecia,Uruguay,1970-06-10,1ra ronda,1,0,0,0,18
1970,Grupo 4,Alemania Occidental,Perú,1970-06-10,1ra ronda,3,1,0,0,19
1970,Grupo 3,Brasil,Rumania,1970-06-10,1ra ronda,3,2,0,0,20
1970,Grupo 4,Bulgaria,Marruecos,1970-06-11,1ra ronda,1,1,0,0,21
1970,Grupo 3,Inglaterra,Checoslovaquia,1970-06-11,1ra ronda,1,0,0,0,22
1970,Grupo 1,México,Bélgica,1970-06-11,1ra ronda,1,0,0,0,23
1970,Grupo 2,Italia,Israel,1970-06-11,1ra ronda,0,0,0,0,24
1970,,Alemania Occidental,Inglaterra,1970-06-14,cuartos,3,2,1,0,25
1970,,Italia,México,1970-06-14,cuartos,4,1,0,0,26
1970,,Uruguay,URSS,1970-06-14,cuartos,1,0,1,0,27
1970,,Brasil,Perú,1970-06-14,cuartos,4,2,0,0,28
1970,,Uruguay,Brasil,1970-06-17,semis,1,3,0,0,29
1970,,Italia,Alemania Occidental,1970-06-17,semis,4,3,1,0,30
1970,,Uruguay,Alemania Occidental,1970-06-20,3er puesto,0,1,0,0,31
1970,,Brasil,Italia,1970-06-21,final,4,1,0,0,32
1974,Grupo 2,Brasil,Yugoslavia,1974-06-13,1ra ronda,0,0,0,0,1
1974,Grupo 1,Alemania Occidental,Chile,1974-06-14,1ra ronda,1,0,0,0,2
1974,Grupo 1,Alemania Oriental,Australia,1974-06-14,1ra ronda,2,0,0,0,3
1974,Grupo 2,Zaire,Escocia,1974-06-14,1ra ronda,0,2,0,0,4
1974,Grupo 3,Suecia,Bulgaria,1974-06-15,1ra ronda,0,0,0,0,5
1974,Grupo 4,Polonia,Argentina,1974-06-15,1ra ronda,3,2,0,0,6
1974,Grupo 4,Italia,Haití,1974-06-15,1ra ronda,3,1,0,0,7
1974,Grupo 3,Uruguay,Paises Bajos,1974-06-15,1ra ronda,0,2,0,0,8
1974,Grupo 2,Escocia,Brasil,1974-06-18,1ra ronda,0,0,0,0,9
1974,Grupo 1,Australia,Alemania Occidental,1974-06-18,1ra ronda,0,3,0,0,10
1974,Grupo 2,Yugoslavia,Zaire,1974-06-18,1ra ronda,9,0,0,0,11
1974,Grupo 1,Chile,Alemania Oriental,1974-06-18,1ra ronda,1,1,0,0,12
1974,Grupo 3,Paises Bajos,Suecia,1974-06-19,1ra ronda,0,0,0,0,13
1974,Grupo 4,Argentina,Italia,1974-06-19,1ra ronda,1,1,0,0,14
1974,Grupo 4,Haití,Polonia,1974-06-19,1ra ronda,0,7,0,0,15
1974,Grupo 3,Bulgaria,Uruguay,1974-06-19,1ra ronda,1,1,0,0,16
1974,Grupo 2,Zaire,Brasil,1974-06-22,1ra ronda,0,3,0,0,17
1974,Grupo 1,Alemania Oriental,Alemania Occidental,1974-06-22,1ra ronda,1,0,0,0,18
1974,Grupo 1,Australia,Chile,1974-06-22,1ra ronda,0,0,0,0,19
1974,Grupo 2,Escocia,Yugoslavia,1974-06-22,1ra ronda,1,1,0,0,20
1974,Grupo 4,Polonia,Italia,1974-06-23,1ra ronda,2,1,0,0,21
1974,Grupo 4,Argentina,Haití,1974-06-23,1ra ronda,4,1,0,0,22
1974,Grupo 3,Bulgaria,Paises Bajos,1974-06-23,1ra ronda,1,4,0,0,23
1974,Grupo 3,Suecia,Uruguay,1974-06-23,1ra ronda,3,0,0,0,24
1974,Grupo B,Suecia,Polonia,1974-06-26,2da ronda,0,1,0,0,25
1974,Grupo B,Yugoslavia,Alemania Occidental,1974-06-26,2da ronda,0,2,0,0,26
1974,Grupo A,Paises Bajos,Argentina,1974-06-26,2da ronda,4,0,0,0,27
1974,Grupo A,Brasil,Alemania Oriental,1974-06-26,2da ronda,1,0,0,0,28
1974,Grupo A,Alemania Oriental,Paises Bajos,1974-06-30,2da ronda,0,2,0,0,29
1974,Grupo A,Argentina,Brasil,1974-06-30,2da ronda,1,2,0,0,30
1974,Grupo B,Polonia,Yugoslavia,1974-06-30,2da ronda,2,1,0,0,31
1974,Grupo B,Alemania Occidental,Suecia,1974-06-30,2da ronda,4,2,0,0,32
1974,Grupo B,Suecia,Yugoslavia,1974-07-03,2da ronda,2,1,0,0,33
1974,Grupo A,Argentina,Alemania Oriental,1974-07-03,2da ronda,1,1,0,0,34
1974,Grupo B,Polonia,Alemania Occidental,1974-07-03,2da ronda,0,1,0,0,35
1974,Grupo A,Paises Bajos,Brasil,1974-07-03,2da ronda,2,0,0,0,36
1974,,Brasil,Polonia,1974-07-06,3er puesto,0,1,0,0,37
1974,,Paises Bajos,Alemania Occidental,1974-07-07,final,1,2,0,0,38
1978,Grupo 2,Alemania Occidental,Polonia,1978-06-01,1ra ronda,0,0,0,0,1
1978,Grupo 2,Túnez,México,1978-06-02,1ra ronda,3,1,0,0,2
1978,Grupo 1,Italia,Francia,1978-06-02,1ra ronda,2,1,0,0,3
1978,Grupo 1,Argentina,Hungría,1978-06-02,1ra ronda,2,1,0,0,4
1978,Grupo 4,Paises Bajos,Irán,1978-06-03,1ra ronda,3,0,0,0,5
1978,Grupo 3,Austria,España,1978-06-03,1ra ronda,2,1,0,0,6
1978,Grupo 4,Perú,Escocia,1978-06-03,1ra ronda,3,1,0,0,7
1978,Grupo 3,Suecia,Brasil,1978-06-03,1ra ronda,1,1,0,0,8
1978,Grupo 2,Alemania Occidental,México,1978-06-06,1ra ronda,6,0,0,0,9
1978,Grupo 1,Argentina,Francia,1978-06-06,1ra ronda,2,1,0,0,10
1978,Grupo 2,Polonia,Túnez,1978-06-06,1ra ronda,1,0,0,0,11
1978,Grupo 1,Italia,Hungría,1978-06-06,1ra ronda,3,1,0,0,12
1978,Grupo 4,Paises Bajos,Perú,1978-06-07,1ra ronda,0,0,0,0,13
1978,Grupo 3,Brasil,España,1978-06-07,1ra ronda,0,0,0,0,14
1978,Grupo 4,Escocia,Irán,1978-06-07,1ra ronda,1,1,0,0,15
1978,Grupo 3,Austria,Suecia,1978-06-07,1ra ronda,1,0,0,0,16
1978,Grupo 1,Italia,Argentina,1978-06-10,1ra ronda,1,0,0,0,17
1978,Grupo 2,Alemania Occidental,Túnez,1978-06-10,1ra ronda,0,0,0,0,18
1978,Grupo 1,Francia,Hungría,1978-06-10,1ra ronda,3,1,0,0,19
1978,Grupo 2,Polonia,México,1978-06-10,1ra ronda,3,1,0,0,20
1978,Grupo 4,Perú,Irán,1978-06-11,1ra ronda,4,1,0,0,21
1978,Grupo 3,España,Suecia,1978-06-11,1ra ronda,1,0,0,0,22
1978,Grupo 4,Escocia,Paises Bajos,1978-06-11,1ra ronda,3,2,0,0,23
1978,Grupo 3,Brasil,Austria,1978-06-11,1ra ronda,1,0,0,0,24
1978,Grupo A,Paises Bajos,Austria,1978-06-14,2da ronda,5,1,0,0,25
1978,Grupo A,Alemania Occidental,Italia,1978-06-14,2da ronda,0,0,0,0,26
1978,Grupo B,Brasil,Perú,1978-06-14,2da ronda,3,0,0,0,27
1978,Grupo B,Argentina,Polonia,1978-06-14,2da ronda,2,0,0,0,28
1978,Grupo B,Argentina,Brasil,1978-06-18,2da ronda,0,0,0,0,29
1978,Grupo B,Polonia,Perú,1978-06-18,2da ronda,1,0,0,0,30
1978,Grupo A,Alemania Occidental,Paises Bajos,1978-06-18,2da ronda,2,2,0,0,31
1978,Grupo A,Italia,Austria,1978-06-18,2da ronda,1,0,0,0,32
1978,Grupo B,Argentina,Perú,1978-06-21,2da ronda,6,0,0,0,33
1978,Grupo A,Paises Bajos,Italia,1978-06-21,2da ronda,2,1,0,0,34
1978,Grupo B,Brasil,Polonia,1978-06-21,2da ronda,3,1,0,0,35
1978,Grupo A,Austria,Alemania Occidental,1978-06-21,2da ronda,3,2,0,0,36
1978,,Brasil,Italia,1978-06-24,3er puesto,2,1,0,0,37
1978,,Argentina,Paises Bajos,1978-06-25,final,3,1,1,0,38
1982,Grupo C,Argentina,Bélgica,1982-06-13,1ra ronda,0,1,0,0,1
1982,Grupo F,Brasil,URSS,1982-06-14,1ra ronda,2,1,0,0,2
1982,Grupo A,Italia,Polonia,1982-06-14,1ra ronda,0,0,0,0,3
1982,Grupo A,Perú,Camerún,1982-06-15,1ra ronda,0,0,0,0,4
1982,Grupo F,Escocia,Nueva Zelanda,1982-06-15,1ra ronda,5,2,0,0,5
1982,Grupo C,Hungría,El Salvador,1982-06-15,1ra ronda,10,1,0,0,6
1982,Grupo B,Alemania Occidental,Argelia,1982-06-16,1ra ronda,1,2,0,0,7
1982,Grupo E,España,Honduras,1982-06-16,1ra ronda,1,1,0,0,8
1982,Grupo D,Inglaterra,Francia,1982-06-16,1ra ronda,3,1,0,0,9
1982,Grupo D,Checoslovaquia,Kuwait,1982-06-17,1ra ronda,1,1,0,0,10
1982,Grupo E,Yugoslavia,Irlanda del Norte,1982-06-17,1ra ronda,0,0,0,0,11
1982,Grupo B,Chile,Austria,1982-06-17,1ra ronda,0,1,0,0,12
1982,Grupo C,Argentina,Hungría,1982-06-18,1ra ronda,4,1,0,0,13
1982,Grupo A,Italia,Perú,1982-06-18,1ra ronda,1,1,0,0,14
1982,Grupo F,Brasil,Escocia,1982-06-18,1ra ronda,4,1,0,0,15
1982,Grupo A,Polonia,Camerún,1982-06-19,1ra ronda,0,0,0,0,16
1982,Grupo C,Bélgica,El Salvador,1982-06-19,1ra ronda,1,0,0,0,17
1982,Grupo F,URSS,Nueva Zelanda,1982-06-19,1ra ronda,3,0,0,0,18
